Conference,Year,Title,DOI,Link,FirstPage,LastPage,PaperType,Abstract,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount,CitationCount_CrossRef,PubsCited_CrossRef,Downloads_Xplore,Award,GraphicsReplicabilityStamp,Keywords,RelevanceScore,KeywordClusters,RefinedKeywordClusters,AllClusters,DominantCluster
InfoVis,2012,Intelligent Graph Layout Using Many Users' Input,10.1109/tvcg.2012.236,http://dx.doi.org/10.1109/TVCG.2012.236,2699.0,2708.0,J,"In this paper, we propose a new strategy for graph drawing utilizing layouts of many sub-graphs supplied by a large group of people in a crowd sourcing manner. We developed an algorithm based on Laplacian constrained distance embedding to merge subgraphs submitted by different users, while attempting to maintain the topological information of the individual input layouts. To facilitate collection of layouts from many people, a light-weight interactive system has been designed to enable convenient dynamic viewing, modification and traversing between layouts. Compared with other existing graph layout algorithms, our approach can achieve more aesthetic and meaningful layouts with high user preference.",Xiaoru Yuan;Limei Che;Yifan Hu 0001;Xin Zhang,Xiaoru Yuan;Limei Che;Yifan Hu;Xin Zhang,"Key Laboratory of Machine Perception (Ministry of Education) and School of EECS, Center for Computational Science and Engineering, Peking University, China;Key Laboratory of Machine Perception (Ministry of Education) and School of EECS, Peking University, China;AT and T Laboratories, USA;Key Laboratory of Machine Perception (Ministry of Education) and School of EECS, Peking University, China",10.1109/tvcg.2008.155;10.1109/infvis.2005.1532130;10.1109/tvcg.2009.109;10.1109/tvcg.2007.70580;10.1109/tvcg.2008.155,"Graph layout, Laplacian matrix, force directed layout, stress model, merging, editing, crowd sourcing",41.0,28.0,33.0,753.0,,,graph layout algorithms;people crowd sourcing;laplacian constrained;interactive designed enable;meaningful,0.6619;0.4484;0.2033;0.1230;0.0184,"[np.int64(-1), -1, -1, -1, -1]",39;-1;-1;-1;-1,39,39
Vis,1994,Discretized Marching Cubes,10.1109/visual.1994.346308,http://dx.doi.org/10.1109/VISUAL.1994.346308,281.0,,C,"Since the introduction of standard techniques for isosurface extraction from volumetric datasets, one of the hardest problems has been to reduce the number of triangles (or polygons) generated. The paper presents an algorithm that considerably reduces the number of polygons generated by a Marching Cubes-like scheme (W. Lorensen and H. Cline, 1987) without excessively increasing the overall computational complexity. The algorithm assumes discretization of the dataset space and replaces cell edge interpolation by midpoint selection. Under these assumptions, the extracted surfaces are composed of polygons lying within a finite number of incidences, thus allowing simple merging of the output facets into large coplanar polygons. An experimental evaluation of the proposed approach on datasets related to biomedical imaging and chemical modelling is reported.&lt;&lt;ETX&gt;&gt;",Claudio Montani;Riccardo Scateni;Roberto Scopigno,C. Montani;R. Scateni;R. Scopigno,"IEI-Consiglio Nazionale delle Richerche, Pisa, Italy;Centro di Ricerca, Sviluppo e Studi Superiori Sardegna (CRSI), Cagliari, Italy;CNUCE-Consiglio Nazionale delle Ricerche, Pisa, Italy",10.1109/visual.1992.235223;10.1109/visual.1992.235223,,326.0,55.0,16.0,240.0,,,isosurface extraction volumetric;algorithm assumes discretization;polygons lying finite;datasets related biomedical;merging,0.7206;0.2637;0.2509;0.2260;0.0340,"[np.int64(-1), -1, -1, -1, -1]",229;-1;-1;-1;-1,229,229
Vis,1993,Visualizing results of transient flow simulations,10.1109/visual.1993.398896,http://dx.doi.org/10.1109/VISUAL.1993.398896,406.0,409.0,C,"This work briefly describes our approach to visualize results of transient flow simulations in the application areas of groundwater flow and pollutant transport as well as compressible fluid flow in engine parts. The simulations use finite element data structures and can have geometries which change over time. We designed a client-server model to handle the huge amount of data that can be obtained either directly from the simulation process or from files on disk. As standard visualization packages are not able to cope with transient unstructured data, we implemented streamlines, stream surfaces and particle systems as our main visualization methods. Our experiences and results with these techniques are discussed in this paper.&lt;&lt;ETX&gt;&gt;",Harald F. Mayer;Behnam Tabatabai,H.F. Mayer;B. Tabatabai,"Institute for Information Systems, Joanneum Research Forschungsgesellschaft GmbH, Graz, Austria;Institute for Information Systems, Joanneum Research Forschungsgesellschaft GmbH, Graz, Austria",10.1109/visual.1991.175771;10.1109/visual.1992.235211;10.1109/visual.1991.175771,,3.0,0.0,10.0,59.0,,,transient flow simulations;main visualization;groundwater flow pollutant;unstructured data;able,0.7088;0.2950;0.2761;0.2267;-0.0780,"[np.int64(-1), -1, -1, -1, -1]",47;-1;-1;-1;-1,47,47
Vis,2006,Diffusion Tensor Visualization with Glyph Packing,10.1109/tvcg.2006.134,http://dx.doi.org/10.1109/TVCG.2006.134,1329.0,1336.0,J,"A common goal of multivariate visualization is to enable data inspection at discrete points, while also illustrating larger-scale continuous structures. In diffusion tensor visualization, glyphs are typically used to meet the first goal, and methods such as texture synthesis or fiber tractography can address the second. We adapt particle systems originally developed for surface modeling and anisotropic mesh generation to enhance the utility of glyph-based tensor visualizations. By carefully distributing glyphs throughout the field (either on a slice, or in the volume) into a dense packing, using potential energy profiles shaped by the local tensor value, we remove undue visual emphasis of the regular sampling grid of the data, and the underlying continuous features become more apparent. The method is demonstrated on a DT-MRI scan of a patient with a brain tumor",Gordon L. Kindlmann;Carl-Fredrik Westin,Gordon Kindlmann;Carl-fredrik Westin,"Laboratory of Mathematics in Imaging, Department of Radiology, Brigham and Womens Hospital, Harvard Medical School, USA;Director of the Laboratory of Mathematics in Imaging, Department of Radiology, Brigham & Womens Hospital, Harvard Medical School, USA",10.1109/visual.2004.25;10.1109/visual.1998.745294;10.1109/visual.2004.80;10.1109/visual.2002.1183797;10.1109/visual.1995.485141;10.1109/visual.1999.809905;10.1109/visual.2003.1250379;10.1109/tvcg.2010.199;10.1109/visual.2004.25,"Diffusion tensor, glyphs, particle systems, anisotropic sampling, fiber tractography",157.0,78.0,50.0,1109.0,,,diffusion tensor visualization;glyphs field slice;packing using;enable data inspection;common goal,0.7689;0.2022;0.1479;0.0005;-0.0526,"[np.int64(-1), -1, -1, -1, -1]",289;-1;-1;-1;-1,289,289
SciVis,2020,Interactive Visual Study of Multiple Attributes Learning Model of X-Ray Scattering Images,10.1109/tvcg.2020.3030384,http://dx.doi.org/10.1109/TVCG.2020.3030384,1312.0,1321.0,J,"Existing interactive visualization tools for deep learning are mostly applied to the training, debugging, and refinement of neural network models working on natural images. However, visual analytics tools are lacking for the specific application of x-ray image classification with multiple structural attributes. In this paper, we present an interactive system for domain scientists to visually study the multiple attributes learning models applied to x-ray scattering images. It allows domain scientists to interactively explore this important type of scientific images in embedded spaces that are defined on the model prediction output, the actual labels, and the discovered feature space of neural networks. Users are allowed to flexibly select instance images, their clusters, and compare them regarding the specified visual representation of attributes. The exploration is guided by the manifestation of model performance related to mutual relationships among attributes, which often affect the learning accuracy and effectiveness. The system thus supports domain scientists to improve the training dataset and model, find questionable attributes labels, and identify outlier images or spurious data clusters. Case studies and scientists feedback demonstrate its functionalities and usefulness.",Xinyi Huang 0003;Suphanut Jamonnak;Ye Zhao 0003;Boyu Wang 0001;Minh Hoai;Kevin G. Yager;Wei Xu 0020,Xinyi Huang;Suphanut Jamonnak;Ye Zhao;Boyu Wang;Minh Hoai;Kevin Yager;Wei Xu,Kent State University;Kent State University;Kent State University;Stony Brook University;Stony Brook University;Brookhaven National Laboratory;Brookhaven National Laboratory,10.1109/tvcg.2017.2744718;10.1109/tvcg.2017.2744938;10.1109/tvcg.2016.2598831;10.1109/tvcg.2017.2744358;10.1109/tvcg.2016.2598838;10.1109/tvcg.2017.2744878;10.1109/tvcg.2018.2864500;10.1109/tvcg.2017.2744718,,4.0,5.0,41.0,541.0,,,visualization tools deep;attributes paper;ray scattering;prediction output actual;allowed,0.5703;0.2993;0.2052;0.1624;0.0301,"[np.int64(-1), -1, -1, -1, -1]",264;-1;-1;-1;-1,264,264
Vis,1995,IFS fractal interpolation for 2D and 3D visualization,10.1109/visual.1995.480798,http://dx.doi.org/10.1109/VISUAL.1995.480798,77.0,,C,"Reconstruction is used frequently in visualization of one, two, and three dimensional data. Data uncertainty is typically ignored, and a deficiency of many interpolation schemes is smoothing which may indicate features or characteristics of the data that are not there. The author investigates the use of iterated function systems (IFS's) for interpolation. He shows new derivations for fractal interpolation in two and three dimensional scalar data, and new point and polytope rendering algorithms with tremendous speed advantages over ray tracing. The interpolations may be used to give an indication of the uncertainty of the data, statistically represent the data at a variety of scales, allow tunability from the data, and may allow more accurate data analysis.",Craig M. Wittenbrink,C.M. Wittenbrink,"Computer Engineering & Information Sciences, University of California, Santa Cruz, Santa Cruz, CA, USA",0.1109/visual.1994.346285,,70.0,18.0,20.0,177.0,,,fractal interpolation;data uncertainty typically;used frequently visualization;iterated;advantages ray,0.7381;0.2790;0.2566;0.2038;0.0749,"[np.int64(-1), -1, -1, -1, -1]",101;-1;-1;-1;-1,101,101
InfoVis,2007,Visualizing the History of Living Spaces,10.1109/tvcg.2007.70621,http://dx.doi.org/10.1109/TVCG.2007.70621,1153.0,1160.0,J,"The technology available to building designers now makes it possible to monitor buildings on a very large scale. Video cameras and motion sensors are commonplace in practically every office space, and are slowly making their way into living spaces. The application of such technologies, in particular video cameras, while improving security, also violates privacy. On the other hand, motion sensors, while being privacy-conscious, typically do not provide enough information for a human operator to maintain the same degree of awareness about the space that can be achieved by using video cameras. We propose a novel approach in which we use a large number of simple motion sensors and a small set of video cameras to monitor a large office space. In our system we deployed 215 motion sensors and six video cameras to monitor the 3,000-square-meter office space occupied by 80 people for a period of about one year. The main problem in operating such systems is finding a way to present this highly multidimensional data, which includes both spatial and temporal components, to a human operator to allow browsing and searching recorded data in an efficient and intuitive way. In this paper we present our experiences and the solutions that we have developed in the course of our work on the system. We consider this work to be the first step in helping designers and managers of building systems gain access to information about occupants' behavior in the context of an entire building in a way that is only minimally intrusive to the occupants' privacy.",Yuri A. Ivanov;Christopher Richard Wren;Alexander Sorokin;Ishwinder Kaur,Yuri Ivanov;Christopher Wren;Alexander Sorokin;Ishwinder Kaur,"Mitsubishi Electric Research Laboratories, Inc., USA and Mitsubuishi Electric Research Labs;Mitsubishi Electric Research Laboratories, Inc., USA and Mitsubuishi Electric Research Labs;UIUC, USA;MIT Media Lab, USA",10.1109/infvis.2004.27;10.1109/infvis.2005.1532122;10.1109/infvis.2004.27,"Sensor networks, user interfaces, surveillance, timeline, spatio-temporal visualization",90.0,49.0,14.0,791.0,BP,,monitor buildings;privacy hand;allow browsing searching;multidimensional data includes;number simple motion,0.5874;0.2171;0.2098;0.1829;0.1677,"[np.int64(-1), -1, -1, -1, -1]",305;-1;-1;-1;-1,305,305
InfoVis,2016,Multi-Granular Trend Detection for Time-Series Analysis,10.1109/tvcg.2016.2598619,http://dx.doi.org/10.1109/TVCG.2016.2598619,661.0,670.0,J,"Time series (such as stock prices) and ensembles (such as model runs for weather forecasts) are two important types of one-dimensional time-varying data. Such data is readily available in large quantities but visual analysis of the raw data quickly becomes infeasible, even for moderately sized data sets. Trend detection is an effective way to simplify time-varying data and to summarize salient information for visual display and interactive analysis. We propose a geometric model for trend-detection in one-dimensional time-varying data, inspired by topological grouping structures for moving objects in two- or higher-dimensional space. Our model gives provable guarantees on the trends detected and uses three natural parameters: granularity, support-size, and duration. These parameters can be changed on-demand. Our system also supports a variety of selection brushes and a time-sweep to facilitate refined searches and interactive visualization of (sub-)trends. We explore different visual styles and interactions through which trends, their persistence, and evolution can be explored.",Arthur van Goethem;Frank Staals;Maarten Löffler;Jason Dykes;Bettina Speckmann,Goethem Arthur Van;Frank Staals;Maarten Löffler;Jason Dykes;Bettina Speckmann,"TU, Eindhoven;MADALGO, Aarhus University;Utrecht University;City University, London;TU, Eindhoven",10.1109/tvcg.2015.2467204;10.1109/tvcg.2010.181;10.1109/tvcg.2006.147;10.1109/tvcg.2014.2346448;10.1109/tvcg.2007.70558;10.1109/tvcg.2008.166;10.1109/tvcg.2008.125;10.1109/tvcg.2014.2346455;10.1109/tvcg.2015.2467204,Interactive Exploration;Trend Detection;Time Series,18.0,9.0,41.0,1372.0,,,visualization sub trends;brushes time;inspired topological;weather forecasts important;gives provable guarantees,0.6980;0.2568;0.2535;0.2159;0.0631,"[np.int64(-1), -1, -1, -1, -1]",162;-1;-1;-1;-1,162,162
Vis,1994,Visualization of an electric power transmission system,10.1109/visual.1994.346292,http://dx.doi.org/10.1109/VISUAL.1994.346292,379.0,,C,"Visualization techniques are applied to an electric power system transmission network to create a graphical picture of network power flows and voltages. A geographic data map is used. Apparent power flow is encoded as the width of an arrow, with direction from real power flow. Flows are superposed on flow limits. Contour plots and color coding failed for representing bus voltages. A two-color thermometer encoding worked well. The resulting visualization is a significant improvement over current user interface practice in the power industry.&lt;&lt;ETX&gt;&gt;",Pramod M. Mahadev;Richard D. Christie,P.M. Mahadev;R.D. Christie,"Department of Electrical Engineering, FT-10, University of Washington, Seattle, WA, USA;Department of Electrical Engineering, FT-10, University of Washington, Seattle, WA, USA",,,4.0,4.0,6.0,474.0,,,power flow flows;geographic data map;color thermometer encoding;failed representing bus;significant,0.6078;0.3449;0.2680;0.1812;0.0020,"[np.int64(-1), -1, -1, -1, -1]",277;-1;-1;-1;-1,277,277
InfoVis,1997,Managing multiple focal levels in Table Lens,10.1109/infvis.1997.636787,http://dx.doi.org/10.1109/INFVIS.1997.636787,59.0,63.0,C,"The Table Lens, focus+context visualization for large data tables, allows users to see 100 times as many data values as a spreadsheet in the same screen space in a manner that enables an extremely immediate form of exploratory data analysis. In the original Table Lens design, data are shown in the context area using graphical representations in a single pixel row. Scaling up the Table Lens technique beyond approximately 500 cases (rows) by 40 variables (columns) requires not showing every value individually and thus raises challenges for preserving the exploratory and navigational ease and power of the original design. We describe two design enhancements for introducing regions of less than a pixel row for each data value and discuss the issues raised by each.",Tichomir Tenev;Ramana Rao,T. Tenev;R. Rao,"Xerox Palo Alto Research Center, Inxight Software, Inc., Palo Alto, CA, USA;Xerox Palo Alto Research Center, Inxight Software, Inc., Palo Alto, CA, USA",,"Focus+Context, Fisheye, Information visualization, Table Lens",36.0,3.0,6.0,113.0,,,focus context visualization;spreadsheet screen;large data tables;value individually raises;power original design,0.6421;0.4517;0.4493;0.0821;0.0653,"[np.int64(-1), -1, -1, -1, -1]",-1;-1;-1;-1;-1,,-1
Vis,2021,Visualizing Uncertainty in Probabilistic Graphs with Network Hypothetical Outcome Plots (NetHOPs),10.1109/tvcg.2021.3114679,http://dx.doi.org/10.1109/TVCG.2021.3114679,443.0,453.0,J,"Probabilistic graphs are challenging to visualize using the traditional node-link diagram. Encoding edge probability using visual variables like width or fuzziness makes it difficult for users of static network visualizations to estimate network statistics like densities, isolates, path lengths, or clustering under uncertainty. We introduce Network Hypothetical Outcome Plots (NetHOPs), a visualization technique that animates a sequence of network realizations sampled from a network distribution defined by probabilistic edges. NetHOPs employ an aggregation and anchoring algorithm used in dynamic and longitudinal graph drawing to parameterize layout stability for uncertainty estimation. We present a community matching algorithm to enable visualizing the uncertainty of cluster membership and community occurrence. We describe the results of a study in which 51 network experts used NetHOPs to complete a set of common visual analysis tasks and reported how they perceived network structures and properties subject to uncertainty. Participants' estimates fell, on average, within 11% of the ground truth statistics, suggesting NetHOPs can be a reasonable approach for enabling network analysts to reason about multiple properties under uncertainty. Participants appeared to articulate the distribution of network statistics slightly more accurately when they could manipulate the layout anchoring and the animation speed. Based on these findings, we synthesize design recommendations for developing and using animated visualizations for probabilistic networks.",Dongping Zhang;Eytan Adar;Jessica Hullman,Dongping Zhang;Eytan Adar;Jessica Hullman,"Northwestern University, United States;University of Michigan, United States;Northwestern University, United States",10.1109/tvcg.2006.147;10.1109/tvcg.2017.2743898;10.1109/tvcg.2020.3030335;10.1109/tvcg.2018.2864909;10.1109/tvcg.2012.279;10.1109/tvcg.2016.2598919;10.1109/tvcg.2006.166;10.1109/tvcg.2013.232;10.1109/tvcg.2015.2467691;10.1109/tvcg.2011.227;10.1109/tvcg.2006.147,"Network,Uncertainty,Application",1.0,9.0,93.0,663.0,,,network visualizations;membership community occurrence;anchoring animation;properties subject uncertainty;average 11,0.7018;0.2561;0.2260;0.1852;0.0501,"[np.int64(-1), -1, -1, -1, -1]",169;-1;-1;-1;-1,169,169
Vis,2001,POP: A Hybrid Point and Polygon Rendering System for Large Data,10.1109/visual.2001.964492,http://doi.ieeecomputersociety.org/10.1109/VISUAL.2001.964492,45.0,52.0,C,"We introduce a simple but effective extension to the existing pure point rendering systems. Rather than using only points, we use both points and polygons to represent and render large mesh models. We start from triangles as leaf nodes and build up a hierarchical tree structure with intermediate nodes as points. During the rendering, the system determines whether to use a point (of a certain intermediate level node) or a triangle (of a leaf node) for display depending on the screen contribution of each node. While points are used to speedup the rendering of distant objects, triangles are used to ensure the quality of close objects. Our method can accelerate the rendering of large models, compromising little in image quality.",Baoquan Chen;Minh Xuan Nguye,Baoquan Chen;Minh Xuan Nguyen,"Department of Computer Science and Engineering, University of Minnesota at Twin Cities;Department of Computer Science and Engineering, University of Minnesota at Twin Cities",10.1109/visual.1998.745282;10.1109/visual.1998.745282,"Rendering system, Spatial data structures, Level of detail algorithms, hybrid rendering systems",157.0,21.0,33.0,80.0,,,point rendering systems;tree;models start;little image quality;introduce simple effective,0.6922;0.2508;0.1417;0.1401;0.0418,"[np.int64(-1), -1, -1, -1, -1]",62;-1;-1;-1;-1,62,62
Vis,2004,Rendering implicit flow volumes,10.1109/visual.2004.90,http://dx.doi.org/10.1109/VISUAL.2004.90,99.0,106.0,C,"Traditional flow volumes construct an explicit geometrical or parametrical representation from the vector field. The geometry is updated interactively and then rendered using an unstructured volume rendering technique. Unless a detailed refinement of the flow volume is specified for the interior, information inside the underlying flow volume is lost in the linear interpolation. These disadvantages can be avoided and/or alleviated using an implicit flow model. An implicit flow is a scalar field constructed such that any point in the field is associated with a termination surface using an advection operator on the flow. We present two techniques, a slice-based three-dimensional texture mapping and an interval volume segmentation coupled with a tetrahedron projection-based renderer, to render implicit stream flows. In the first method, the implicit flow representation is loaded as a 3D texture and manipulated using a dynamic texture operation that allows the flow to be investigated interactively. In our second method, a geometric flow volume is extracted from the implicit flow using a high dimensional isocontouring or interval volume routine. This provides a very detailed flow volume or set of flow volumes that can easily change topology, while retaining accurate characteristics within the flow volume. The advantages and disadvantages of these two techniques are compared with traditional explicit flow volumes.",Daqing Xue;Caixia Zhang;Roger Crawfis,D. Xue;C. Zhang;R. Crawfis,"Department of Computer Science and Engineering, The Ohio State University, USA;Department of Computer Science and Engineering, The Ohio State University and Ohio State University, Columbus, OH, US;Dept. of Comput. Sci. & Eng., Ohio State Univ., Columbus, OH, USA",10.1109/visual.2001.964519;10.1109/visual.1993.398846;10.1109/visual.2000.885688;10.1109/visual.1991.175789;10.1109/visual.2003.1250364;10.1109/visual.1992.235211;10.1109/visual.1996.567777;10.1109/visual.2000.885704;10.1109/visual.1999.809909;10.1109/visual.2003.1250376;10.1109/visual.2003.1250377;10.1109/visual.1993.398875;10.1109/visual.2003.1250378;10.1109/visual.1999.809892;10.1109/visual.1997.663886;10.1109/visual.1993.398877;10.1109/visual.1994.346315;10.1109/visual.1995.480807;10.1109/visual.2001.964519,"interval volume rendering, implicit stream flow, flow visualization, graphics hardware",33.0,5.0,35.0,182.0,,,unstructured volume rendering;stream flows;lost linear interpolation;techniques compared;associated termination,0.6622;0.4187;0.1154;0.1110;0.0250,"[np.int64(-1), -1, -1, -1, -1]",256;-1;-1;-1;-1,256,256
VAST,2013,Temporal Event Sequence Simplification,10.1109/tvcg.2013.200,http://dx.doi.org/10.1109/TVCG.2013.200,2227.0,2236.0,J,"Electronic Health Records (EHRs) have emerged as a cost-effective data source for conducting medical research. The difficulty in using EHRs for research purposes, however, is that both patient selection and record analysis must be conducted across very large, and typically very noisy datasets. Our previous work introduced EventFlow, a visualization tool that transforms an entire dataset of temporal event records into an aggregated display, allowing researchers to analyze population-level patterns and trends. As datasets become larger and more varied, however, it becomes increasingly difficult to provide a succinct, summarizing display. This paper presents a series of user-driven data simplifications that allow researchers to pare event records down to their core elements. Furthermore, we present a novel metric for measuring visual complexity, and a language for codifying disjoint strategies into an overarching simplification framework. These simplifications were used by real-world researchers to gain new and valuable insights from initially overwhelming datasets.",Megan Monroe;Rongjian Lan;Hanseung Lee;Catherine Plaisant;Ben Shneiderman,Megan Monroe;Rongjian Lan;Hanseung Lee;Catherine Plaisant;Ben Shneiderman,"University of Maryland, USA;University of Maryland, USA;University of Maryland, USA;University of Maryland, USA;University of Maryland, USA",10.1109/tvcg.2009.117;10.1109/tvcg.2012.213;10.1109/vast.2010.5652890,"Event sequences, simplification, electronic heath records, temporal query",318.0,199.0,33.0,2755.0,HM,,introduced eventflow visualization;data simplifications allow;ehrs emerged cost;medical research difficulty;electronic,0.5368;0.4818;0.2640;0.2579;0.1001,"[np.int64(-1), -1, -1, -1, -1]",301;-1;-1;-1;-1,301,301
VAST,2007,From Tasks to Tools: A Field Study in Collaborative Visual Analytics,10.1109/vast.2007.4389028,http://dx.doi.org/10.1109/VAST.2007.4389028,223.0,224.0,M,"This poster presents an exploratory field study of a VAST 2007 contest entry. We applied cognitive task analysis (CTA), grounded theory (GT), and activity theory (AT), to analysis of field notes and interviews from participants. Our results are described in the context of activity theory and sensemaking, two theoretical perspectives that we have found to be particularly useful in understanding analytic tasks.",Daniel Ha;Minjung Kim;Andrew Wade;William Chao;Kevin Ho;Linda T. Kaastra;Brian D. Fisher;John Dill,Daniel Ha;Minjung Kim;Andrew Wade;William O. Chao;Kevin Ho;Linda Kaastra;Brian Fisher;John Dill,"SIAT and University of British Columbia, MAGIC, Canada and Simon Fraser University, Canada;SIAT and University of British Columbia, MAGIC, Canada and Simon Fraser University, Canada;SIAT and University of British Columbia, MAGIC, Canada and Simon Fraser University, Canada;SIAT and University of British Columbia, MAGIC, Canada and Simon Fraser University, Canada;SIAT and University of British Columbia, MAGIC, Canada and Simon Fraser University, Canada;SIAT and University of British Columbia, MAGIC, Canada and Simon Fraser University, Canada;SIAT and University of British Columbia, MAGIC, Canada and Simon Fraser University, Canada;SIAT and University of British Columbia, MAGIC, Canada and Simon Fraser University, Canada",,,2.0,0.0,5.0,172.0,,,activity theory sensemaking;field notes interviews;contest entry;understanding analytic;cta grounded,0.6370;0.4652;0.2732;0.2500;0.1754,"[np.int64(-1), -1, -1, -1, -1]",86;-1;-1;-1;-1,86,86
SciVis,2014,Boundary Aware Reconstruction of Scalar Fields,10.1109/tvcg.2014.2346351,http://dx.doi.org/10.1109/TVCG.2014.2346351,2447.0,2455.0,J,"In visualization, the combined role of data reconstruction and its classification plays a crucial role. In this paper we propose a novel approach that improves classification of different materials and their boundaries by combining information from the classifiers at the reconstruction stage. Our approach estimates the targeted materials' local support before performing multiple material-specific reconstructions that prevent much of the misclassification traditionally associated with transitional regions and transfer function (TF) design. With respect to previously published methods our approach offers a number of improvements and advantages. For one, it does not rely on TFs acting on derivative expressions, therefore it is less sensitive to noisy data and the classification of a single material does not depend on specialized TF widgets or specifying regions in a multidimensional TF. Additionally, improved classification is attained without increasing TF dimensionality, which promotes scalability to multivariate data. These aspects are also key in maintaining low interaction complexity. The results are simple-to-achieve visualizations that better comply with the user's understanding of discrete features within the studied object.",Stefan Lindholm;Daniel Jönsson;Charles D. Hansen;Anders Ynnerman,Stefan Lindholm;Daniel Jönsson;Charles Hansen;Anders Ynnerman,"Department of Science and Technology, Linköping University;Department of Science and Technology, Linköping University;Scientific Computing and Imaging Institute, University of Utah;Department of Science and Technology, Linköping University",10.1109/tvcg.2007.70518;10.1109/tvcg.2008.186;10.1109/visual.2003.1250386;10.1109/visual.2005.1532807;10.1109/visual.1998.745311;10.1109/visual.2003.1250387;10.1109/tvcg.2007.70518,"Reconstruction, signal processing, kernel regression, volume rendering",12.0,9.0,27.0,484.0,,,material specific reconstructions;regions multidimensional;visualizations better comply;classification attained;transfer function tf,0.5786;0.3457;0.2534;0.2202;0.2193,"[np.int64(-1), -1, -1, -1, -1]",247;-1;-1;-1;-1,247,247
Vis,1998,Constrained optimal framings of curves and surfaces using quaternion Gauss maps,10.1109/visual.1998.745326,http://dx.doi.org/10.1109/VISUAL.1998.745326,375.0,382.0,C,"We propose a general paradigm for computing optimal coordinate frame fields that may be exploited to visualize curves and surfaces. Parallel transport framings, which work well for open curves, generally fail to have desirable properties for cyclic curves and for surfaces. We suggest that minimal quaternion measure provides an appropriate heuristic generalization of parallel transport. Our approach differs from minimal tangential acceleration approaches due to the addition of ""sliding ring"" constraints that fix one frame axis, but allow an axial rotational freedom whose value is varied in the optimization process. Our fundamental tool is the quaternion Gauss map, a generalization to quaternion space of the tangent map for curves and of the Gauss map for surfaces. The quaternion Gauss map takes 3D coordinate frame fields for curves and surfaces into corresponding curves and surfaces constrained to the space of possible orientations in quaternion space. Standard optimization tools provide application specific means of choosing optimal, e.g., length- or area-minimizing, quaternion frame fields in this constrained space.",Andrew J. Hanson,A.J. Hanson,"Computer Science Department, Indiana University, Bloomington, IN, USA",10.1109/visual.1994.346330;10.1109/visual.1997.663876;10.1109/visual.1994.346330,"Quaternions, Frames, Tubing, Curves, Surfaces",34.0,6.0,27.0,135.0,,,frame fields curves;area minimizing quaternion;map generalization;tools provide application;appropriate,0.6073;0.5310;0.2497;0.0780;0.0497,"[np.int64(-1), np.int64(-1), -1, -1, -1]",302;28;-1;-1;-1,28;302,302
InfoVis,2003,Compound brushing,10.1109/infvis.2003.1249024,http://dx.doi.org/10.1109/INFVIS.2003.1249024,181.0,188.0,C,"This paper proposes a conceptual model called compound brushing for modeling the brushing techniques used in dynamic data visualization. In this approach, brushing techniques are modeled as higraphs with five types of basic entities: data, selection, device, renderer, and transformation. Using this model, a flexible visual programming tool is designed not only to configure/control various common types of brushing techniques currently used in dynamic data visualization, but also to investigate new brushing techniques.",Hong Chen,Hong Chen,"Analytical Solutions Division, SAS Institute, Inc., USA",10.1109/visual.1995.485139;10.1109/infvis.2002.1173157;10.1109/infvis.2000.885092;10.1109/visual.1994.346302;10.1109/infvis.1996.559216;10.1109/visual.1995.485139,"brushing, selection, dynamic graphics, data visualization, higraph, visual programming, dynamic query",,0.0,17.0,252.0,,,visualization approach brushing;entities data selection;currently used dynamic;device renderer transformation;higraphs,0.7286;0.2867;0.2178;0.1914;0.1549,"[np.int64(-1), -1, -1, -1, -1]",323;-1;-1;-1;-1,323,323
