Conference,Year,Title,DOI,Link,FirstPage,LastPage,PaperType,Abstract,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount,CitationCount_CrossRef,PubsCited_CrossRef,Downloads_Xplore,Award,GraphicsReplicabilityStamp,Keywords,RelevanceScore,KeywordClusters,RefinedKeywordClusters,AllClusters,DominantCluster,Area
Vis,2007,Interactive sound rendering in complex and dynamic scenes using frustum tracing,10.1109/tvcg.2007.70567,http://dx.doi.org/10.1109/TVCG.2007.70567,1672.0,1679.0,J,"We present a new approach for real-time sound rendering in complex, virtual scenes with dynamic sources and objects. Our approach combines the efficiency of interactive ray tracing with the accuracy of tracing a volumetric representation. We use a four-sided convex frustum and perform clipping and intersection tests using ray packet tracing. A simple and efficient formulation is used to compute secondary frusta and perform hierarchical traversal. We demonstrate the performance of our algorithm in an interactive system for complex environments and architectural models with tens or hundreds of thousands of triangles. Our algorithm can perform real-time simulation and rendering on a high-end PC.",Christian Lauterbach;Anish Chandak;Dinesh Manocha,Christian Lauterbach;Anish Chandak;Dinesh Manocha,"Department of Computer Science, University of North Carolina, Chapel Hill, Chapel Hill, NC, USA;Department of Computer Science, University of North Carolina, Chapel Hill, Chapel Hill, NC, USA;Department of Computer Science, University of North Carolina, Chapel Hill, Chapel Hill, NC, USA",10.1109/tvcg.2006.125;10.1109/visual.2005.1532790;10.1109/tvcg.2006.125,"Acoustic propagation,Interactive systems",87.0,38.0,48.0,460.0,,,sound rendering;clipping intersection tests;perform hierarchical traversal;packet tracing simple;thousands triangles,0.6883;0.2443;0.1646;0.1624;0.1534,"[np.int64(-1), -1, -1, -1, -1]",141;-1;-1;-1;-1,141,141,Advanced Rendering Techniques
InfoVis,2020,Guidelines For Pursuing and Revealing Data Abstractions,10.1109/tvcg.2020.3030355,http://dx.doi.org/10.1109/TVCG.2020.3030355,1503.0,1513.0,J,"Many data abstraction types, such as networks or set relationships, remain unfamiliar to data workers beyond the visualization research community. We conduct a survey and series of interviews about how people describe their data, either directly or indirectly. We refer to the latter as latent data abstractions. We conduct a Grounded Theory analysis that (1) interprets the extent to which latent data abstractions exist, (2) reveals the far-reaching effects that the interventionist pursuit of such abstractions can have on data workers, (3) describes why and when data workers may resist such explorations, and (4) suggests how to take advantage of opportunities and mitigate risks through transparency about visualization research perspectives and agendas. We then use the themes and codes discovered in the Grounded Theory analysis to develop guidelines for data abstraction in visualization projects. To continue the discussion, we make our dataset open along with a visual interface for further exploration.",Alex Bigelow;Katy Williams;Katherine E. Isaacs,Alex Bigelow;Katy Williams;Katherine E. Isaacs,University of Arizona;University of Arizona;University of Arizona,10.1109/vast47406.2019.8986909;10.1109/infvis.2000.885092;10.1109/tvcg.2013.145;10.1109/vast.2011.6102441;10.1109/tvcg.2018.2865241;10.1109/tvcg.2014.2346331;10.1109/tvcg.2019.2934539;10.1109/tvcg.2009.111;10.1109/tvcg.2009.116;10.1109/tvcg.2012.213;10.1109/tvcg.2017.2744843;10.1109/tvcg.2019.2934538;10.1109/tvcg.2019.2934285;10.1109/vast47406.2019.8986909,"Data abstraction,Grounded theory,Survey design,Data wrangling",3.0,4.0,50.0,474.0,,,visualization research perspectives;make dataset open;exist reveals far;series interviews people;conduct grounded,0.6703;0.3002;0.1768;0.1685;0.1081,"[np.int64(-1), -1, -1, -1, -1]",106;-1;-1;-1;-1,106,106,Visualization Development
VAST,2008,Grand challenge award 2008: Support for diverse analytic techniques - nSpace2 and GeoTime visual analytics,10.1109/vast.2008.4677385,http://dx.doi.org/10.1109/VAST.2008.4677385,,,M,"GeoTime and nSpace2 are interactive visual analytics tools that were used to examine and interpret all four of the 2008 VAST Challenge datasets. GeoTime excels in visualizing event patterns in time and space, or in time and any abstract landscape, while nSpace2 is a web-based analytical tool designed to support every step of the analytical process. nSpace2 is an integrating analytic environment. This paper highlights the VAST analytical experience with these tools that contributed to the success of these tools and this team for the third consecutive year.",Lynn Chien;Annie Tat;Pascale Proulx;Adeel Khamisa;William Wright,Lynn Chien;Annie Tat;Pascale Proulx;Adeel Khamisa;William Wright,"Oculus Info, Inc.;Oculus Info, Inc.;Oculus Info, Inc.;Oculus Info, Inc.;Oculus Info, Inc.",0.1109/vast.2008.4677355;10.1109/infvis.2004.27,,5.0,3.0,4.0,143.0,,,visualizing event patterns;interpret 2008 vast;geotime;landscape nspace2 web;integrating analytic,0.5481;0.4672;0.4009;0.1646;0.0907,"[np.int64(-1), -1, -1, -1, -1]",65;-1;-1;-1;-1,65,65,Event Visualization
InfoVis,2019,A Comparison of Visualizations for Identifying Correlation over Space and Time,10.1109/tvcg.2019.2934807,http://dx.doi.org/10.1109/TVCG.2019.2934807,375.0,385.0,J,"Observing the relationship between two or more variables over space and time is essential in many domains. For instance, looking, for different countries, at the evolution of both the life expectancy at birth and the fertility rate will give an overview of their demographics. The choice of visual representation for such multivariate data is key to enabling analysts to extract patterns and trends. Prior work has compared geo-temporal visualization techniques for a single thematic variable that evolves over space and time, or for two variables at a specific point in time. But how effective visualization techniques are at communicating correlation between two variables that evolve over space and time remains to be investigated. We report on a study comparing three techniques that are representative of different strategies to visualize geo-temporal multivariate data: either juxtaposing all locations for a given time step, or juxtaposing all time steps for a given location; and encoding thematic attributes either using symbols overlaid on top of map features, or using visual channels of the map features themselves. Participants performed a series of tasks that required them to identify if two variables were correlated over time and if there was a pattern in their evolution. Tasks varied in granularity for both dimensions: time (all time steps, a subrange of steps, one step only) and space (all locations, locations in a subregion, one location only). Our results show that a visualization's effectiveness depends strongly on the task to be carried out. Based on these findings we present a set of design guidelines about geo-temporal visualization techniques for communicating correlation.",Vanessa Peña Araya;Emmanuel Pietriga;Anastasia Bezerianos,Vanessa Peña-Araya;Emmanuel Pietriga;Anastasia Bezerianos,"Univ. Paris-Sud, CNRS, INRIA, Université Paris-Saclay;Univ. Paris-Sud, CNRS, INRIA, Université Paris-Saclay;Univ. Paris-Sud, CNRS, INRIA, Université Paris-Saclay",10.1109/tvcg.2016.2598862;10.1109/tvcg.2011.185;10.1109/tvcg.2015.2467199;10.1109/tvcg.2007.70623;10.1109/tvcg.2014.2346979;10.1109/tvcg.2018.2865141;10.1109/tvcg.2015.2467671;10.1109/tvcg.2011.194;10.1109/tvcg.2008.125;10.1109/tvcg.2013.130;10.1109/tvcg.2015.2467091;10.1109/tvcg.2016.2598862,"geo-temporal data,bivariate maps,correlation,controlled study,bar chart,Dorling cartogram,small multiples",23.0,17.0,71.0,1302.0,,,visualize geo temporal;variables correlated;evolve;design guidelines;data key enabling,0.7163;0.3025;0.1180;0.1017;-0.0041,"[np.int64(-1), -1, -1, -1, -1]",65;-1;-1;-1;-1,65,65,Event Visualization
Vis,2023,A Comparative Visual Analytics Framework for Evaluating Evolutionary Processes in Multi-Objective Optimization,10.1109/tvcg.2023.3326921,http://dx.doi.org/10.1109/TVCG.2023.3326921,661.0,671.0,J,"Evolutionary multi-objective optimization (EMO) algorithms have been demonstrated to be effective in solving multi-criteria decision-making problems. In real-world applications, analysts often employ several algorithms concurrently and compare their solution sets to gain insight into the characteristics of different algorithms and explore a broader range of feasible solutions. However, EMO algorithms are typically treated as black boxes, leading to difficulties in performing detailed analysis and comparisons between the internal evolutionary processes. Inspired by the successful application of visual analytics tools in explainable AI, we argue that interactive visualization can significantly enhance the comparative analysis between multiple EMO algorithms. In this paper, we present a visual analytics framework that enables the exploration and comparison of evolutionary processes in EMO algorithms. Guided by a literature review and expert interviews, the proposed framework addresses various analytical tasks and establishes a multi-faceted visualization design to support the comparative analysis of intermediate generations in the evolution as well as solution sets. We demonstrate the effectiveness of our framework through case studies on benchmarking and real-world multi-objective optimization problems to elucidate how analysts can leverage our framework to inspect and compare diverse algorithms.",Yansong Huang;Zherui Zhang;Ao Jiao;Yuxin Ma;Ran Cheng,Yansong Huang;Zherui Zhang;Ao Jiao;Yuxin Ma;Ran Cheng,"Department of Computer Science and Engineering, Southern University of Science and Technology, China;Department of Computer Science and Engineering, Southern University of Science and Technology, China;Department of Computer Science and Engineering, Southern University of Science and Technology, China;Department of Computer Science and Engineering, Southern University of Science and Technology, China;Department of Computer Science and Engineering, Southern University of Science and Technology, China",0.1109/tvcg.2015.2467851;10.1109/tvcg.2017.2744199;10.1109/tvcg.2018.2864500;10.1109/tvcg.2017.2744938;10.1109/tvcg.2017.2744378;10.1109/tvcg.2020.3028888;10.1109/tvcg.2014.2346578;10.1109/tvcg.2020.3030361;10.1109/tvcg.2020.3030347;10.1109/visual.2005.1532820;10.1109/vast50239.2020.00006;10.1109/tvcg.2021.3114790;10.1109/tvcg.2020.3030418;10.1109/tvcg.2020.3030458;10.1109/tvcg.2021.3114850;10.1109/vast50239.2020.00007;10.1109/tvcg.2020.3030432;10.1109/tvcg.2018.2864499,"Visual analytics,evolutionary multi-objective optimization",,2.0,79.0,900.0,,,evolutionary multi objective;analytics tools explainable;benchmarking real;paper;framework addresses,0.5723;0.4337;0.1664;0.0518;0.0134,"[np.int64(-1), -1, -1, -1, -1]",3;-1;-1;-1;-1,3,3,Multi-Objective Optimization
Vis,1997,Visualization of plant growth,10.1109/visual.1997.663925,http://dx.doi.org/10.1109/VISUAL.1997.663925,475.0,478.0,C,"The measurement, analysis and visualization of plant growth is of primary interest to plant biologists. We are developing software tools to support such investigations. There are two parts in this investigation, namely growth visualization of (i) a plant root and (ii) a plant stem. For both domains, the input data is a stream of images taken by cameras. The tools being developed make it possible to measure various time-varying quantities, such as differential growth. For both domains, the plant is modeled by using flexible templates to represent non-rigid motions.",Jeremy J. Loomis;Xiuwen Liu;Zhaohua Ding;Kikuo Fujimura;Michael L. Evans;Hideo Ishikawa,J.J. Loomis;Xiuwen Liu;Zhaohua Ding;K. Fujimura;M.L. Evans;H. Ishikawa,"Dept. of Computer and Information Science, The Ohio State University, Columbus, OH;Dept. of Computer and Information Science, The Ohio State University, Columbus, OH;Biomedical Engineering Center, The Ohio State University, Columbus, OH;Dept. of Computer and Information Science, The Ohio State University, Columbus, OH;Dept. of Plant Biology, The Ohio State University, Columbus, OH;Dept. of Plant Biology, The Ohio State University, Columbus, OH",,"Shape representation, image sequence analysis, non-rigid motion, plant biology",12.0,1.0,14.0,81.0,,,visualization plant growth;non rigid motions;taken cameras tools;using flexible templates;stream,0.7748;0.2947;0.2661;0.1491;0.0153,"[np.int64(-1), -1, -1, -1, -1]",129;-1;-1;-1;-1,129,129,Plant Growth Visualization
InfoVis,2016,Many-to-Many Geographically-Embedded Flow Visualisation: An Evaluation,10.1109/tvcg.2016.2598885,http://dx.doi.org/10.1109/TVCG.2016.2598885,411.0,420.0,J,"Showing flows of people and resources between multiple geographic locations is a challenging visualisation problem. We conducted two quantitative user studies to evaluate different visual representations for such dense many-to-many flows. In our first study we compared a bundled node-link flow map representation and OD Maps [37] with a new visualisation we call MapTrix. Like OD Maps, MapTrix overcomes the clutter associated with a traditional flow map while providing geographic embedding that is missing in standard OD matrix representations. We found that OD Maps and MapTrix had similar performance while bundled node-link flow map representations did not scale at all well. Our second study compared participant performance with OD Maps and MapTrix on larger data sets. Again performance was remarkably similar.",Yalong Yang 0001;Tim Dwyer;Sarah Goodwin;Kim Marriott,Yalong Yang;Tim Dwyer;Sarah Goodwin;Kim Marriott,"Monash University, CSIRO, Victoria;Monash University;Monash University;Monash University, CSIRO, Victoria",10.1109/infvis.2004.1;10.1109/tvcg.2011.202;10.1109/tvcg.2014.2346441;10.1109/tvcg.2008.165;10.1109/infvis.2005.1532150;10.1109/infvis.2004.1,Flow Maps;Matrix Visualisation;Cartographic Information Visualisation,86.0,63.0,39.0,2539.0,HM,,flow map representations;people resources multiple;standard od matrix;bundled;second study compared,0.6535;0.2595;0.1523;0.0748;0.0130,"[np.int64(-1), -1, -1, -1, -1]",63;-1;-1;-1;-1,63,63,Flow Visualization Techniques
Vis,2010,Noodles: A Tool for Visualization of Numerical Weather Model Ensemble Uncertainty,10.1109/tvcg.2010.181,http://dx.doi.org/10.1109/TVCG.2010.181,1421.0,1430.0,J,"Numerical weather prediction ensembles are routinely used for operational weather forecasting. The members of these ensembles are individual simulations with either slightly perturbed initial conditions or different model parameterizations, or occasionally both. Multi-member ensemble output is usually large, multivariate, and challenging to interpret interactively. Forecast meteorologists are interested in understanding the uncertainties associated with numerical weather prediction; specifically variability between the ensemble members. Currently, visualization of ensemble members is mostly accomplished through spaghetti plots of a single midtroposphere pressure surface height contour. In order to explore new uncertainty visualization methods, the Weather Research and Forecasting (WRF) model was used to create a 48-hour, 18 member parameterization ensemble of the 13 March 1993 ""Superstorm"". A tool was designed to interactively explore the ensemble uncertainty of three important weather variables: water-vapor mixing ratio, perturbation potential temperature, and perturbation pressure. Uncertainty was quantified using individual ensemble member standard deviation, inter-quartile range, and the width of the 95% confidence interval. Bootstrapping was employed to overcome the dependence on normality in the uncertainty metrics. A coordinated view of ribbon and glyph-based uncertainty visualization, spaghetti plots, iso-pressure colormaps, and data transect plots was provided to two meteorologists for expert evaluation. They found it useful in assessing uncertainty in the data, especially in finding outliers in the ensemble run and therefore avoiding the WRF parameterizations that lead to these outliers. Additionally, the meteorologists could identify spatial regions where the uncertainty was significantly high, allowing for identification of poorly simulated storm environments and physical interpretation of these model issues.",Jibonananda Sanyal;Song Zhang 0004;Jamie L. Dyer;Andrew Mercer 0001;Philip Amburn;Robert J. Moorhead,Jibonananda Sanyal;Song Zhang;Jamie Dyer;Andrew Mercer;Philip Amburn;Robert Moorhead,"Geosystems Research Institute, Mississippi State University, USA;Department of Computer Science and Engineering, Mississippi State University, USA;Department of Geosciences, Mississippi State University, USA;Department of Geosciences and Northern Gulf Institute, Mississippi State University, USA;Geosystems Research Institute, Mississippi State University, USA;Geosystems Research Institute, Mississippi State University, USA",10.1109/tvcg.2009.114;10.1109/infvis.2002.1173145;10.1109/tvcg.2009.114,"Uncertainty visualization, weather ensemble, geographic/geospatial visualization, glyph-based techniques, time-varying data, qualitative evaluation",307.0,192.0,58.0,3132.0,,,weather prediction ensembles;uncertainty visualization spaghetti;midtroposphere pressure;view ribbon glyph;model used create,0.6616;0.5643;0.2166;0.1101;0.0729,"[np.int64(-1), np.int64(-1), -1, -1, -1]",12;73;-1;-1;-1,12;73,12,Climate Modeling
InfoVis,2013,Nanocubes for Real-Time Exploration of Spatiotemporal Datasets,10.1109/tvcg.2013.179,http://dx.doi.org/10.1109/TVCG.2013.179,2456.0,2465.0,J,"Consider real-time exploration of large multidimensional spatiotemporal datasets with billions of entries, each defined by a location, a time, and other attributes. Are certain attributes correlated spatially or temporally? Are there trends or outliers in the data? Answering these questions requires aggregation over arbitrary regions of the domain and attributes of the data. Many relational databases implement the well-known data cube aggregation operation, which in a sense precomputes every possible aggregate query over the database. Data cubes are sometimes assumed to take a prohibitively large amount of space, and to consequently require disk storage. In contrast, we show how to construct a data cube that fits in a modern laptop's main memory, even for billions of entries; we call this data structure a nanocube. We present algorithms to compute and query a nanocube, and show how it can be used to generate well-known visual encodings such as heatmaps, histograms, and parallel coordinate plots. When compared to exact visualizations created by scanning an entire dataset, nanocube plots have bounded screen error across a variety of scales, thanks to a hierarchical structure in space and time. We demonstrate the effectiveness of our technique on a variety of real-world datasets, and present memory, timing, and network bandwidth measurements. We find that the timings for the queries in our examples are dominated by network and user-interaction latencies.",Lauro Didier Lins;James T. Klosowski;Carlos Eduardo Scheidegger,Lauro Lins;James T. Klosowski;Carlos Scheidegger,"AT&T Research, USA;AT&T Research, USA;AT&T Research, USA",10.1109/tvcg.2006.161;10.1109/infvis.2002.1173141;10.1109/tvcg.2009.191;10.1109/vast.2008.4677357;10.1109/tvcg.2007.70594;10.1109/infvis.2002.1173156;10.1109/visual.1990.146386;10.1109/tvcg.2011.185;10.1109/tvcg.2006.161,"Data cube, Data structures, Interactive exploration",319.0,174.0,36.0,3076.0,HM,,data cubes;spatiotemporal;nanocube used;prohibitively;screen error,0.6653;0.3567;0.2817;0.1129;0.0109,"[np.int64(-1), -1, -1, -1, -1]",4;-1;-1;-1;-1,4,4,Spatial Data Structures
Vis,1998,Seabed visualization,10.1109/visual.1998.745348,http://dx.doi.org/10.1109/VISUAL.1998.745348,479.0,481.0,C,"The development of a high speed multi-frequency continuous scan sonar at Sonar Research &amp; Development Ltd has resulted in the acquisition of extremely accurate, high resolution bathymetric data. This rich underwater data provides new challenges and possibilities within the field of seabed visualization. This paper introduces the reader to seabed visualization by describing two example case studies which use the Seabed Visualization System developed at SRD. Both case studies, harbour wall and shipwreck visualization, are implemented using real survey data. The high resolution of the data obtained means slight changes in the seabed topography are easily distinguishable. Annual survey inspections in both case studies enable comparisons to be made between the data sets making the visualization system an important tool for management and planning.",Paul Chapman;Peter Stevens;Derek Wills;Graham R. Brookes,P. Chapman;P. Stevens;D. Wills;G. Brookes,"Department of Computer Science, University of Hull, UK;Department of Computer Science, University of Hull, UK;Department of Computer Science, University of Hull, UK;Department of Computer Science, University of Hull, UK",,,15.0,7.0,5.0,92.0,,,seabed visualization developed;survey data high;tool management planning;multi frequency continuous;resulted acquisition,0.8249;0.2173;0.1971;0.0857;-0.0184,"[np.int64(-1), -1, -1, -1, -1]",80;-1;-1;-1;-1,80,80,Terrain Visualization
SciVis,2015,TelCoVis: Visual Exploration of Co-occurrence in Urban Human Mobility Based on Telco Data,10.1109/tvcg.2015.2467194,http://dx.doi.org/10.1109/TVCG.2015.2467194,935.0,944.0,J,"Understanding co-occurrence in urban human mobility (i.e. people from two regions visit an urban place during the same time span) is of great value in a variety of applications, such as urban planning, business intelligence, social behavior analysis, as well as containing contagious diseases. In recent years, the widespread use of mobile phones brings an unprecedented opportunity to capture large-scale and fine-grained data to study co-occurrence in human mobility. However, due to the lack of systematic and efficient methods, it is challenging for analysts to carry out in-depth analyses and extract valuable information. In this paper, we present TelCoVis, an interactive visual analytics system, which helps analysts leverage their domain knowledge to gain insight into the co-occurrence in urban human mobility based on telco data. Our system integrates visualization techniques with new designs and combines them in a novel way to enhance analysts' perception for a comprehensive exploration. In addition, we propose to study the correlations in co-occurrence (i.e. people from multiple regions visit different places during the same time span) by means of biclustering techniques that allow analysts to better explore coordinated relationships among different regions and identify interesting patterns. The case studies based on a real-world dataset and interviews with domain experts have demonstrated the effectiveness of our system in gaining insights into co-occurrence and facilitating various analytical tasks.",Wenchao Wu;Jiayi Xu 0001;Haipeng Zeng;Yixian Zheng;Huamin Qu;Bing Ni;Mingxuan Yuan;Lionel M. Ni,Wenchao Wu;Jiayi Xu;Haipeng Zeng;Yixian Zheng;Huamin Qu;Bing Ni;Mingxuan Yuan;Lionel M. Ni,"Hong Kong University of Science and Technology;Hong Kong University of Science and Technology;Hong Kong University of Science and Technology;Hong Kong University of Science and Technology;Hong Kong University of Science and Technology;Noah's Ark Lab, Huawei Technologies Investment Co. Ltd.;Noah's Ark Lab, Huawei Technologies Investment Co. Ltd.;University of Macau",10.1109/vast.2010.5652478;10.1109/tvcg.2013.193;10.1109/tvcg.2014.2346276;10.1109/tvcg.2013.226;10.1109/tvcg.2011.166;10.1109/tvcg.2013.173;10.1109/tvcg.2014.2346271;10.1109/vast.2011.6102455;10.1109/infvis.2000.885091;10.1109/tvcg.2014.2346665;10.1109/tvcg.2012.265;10.1109/tvcg.2013.228;10.1109/vast.2014.7042490;10.1109/tvcg.2014.2346922;10.1109/vast.2010.5652478,"Co-occurrence, human mobility, telco data, bicluster, visual analytics",102.0,69.0,45.0,2158.0,,,urban human mobility;visual analytics;understanding occurrence;biclustering techniques;diseases recent,0.6425;0.4833;0.2891;0.2713;0.1051,"[np.int64(-1), np.int64(-1), -1, -1, -1]",6;108;-1;-1;-1,6;108,6,Geospatial Data Analysis
SciVis,2015,Distribution Driven Extraction and Tracking of Features for Time-varying Data Analysis,10.1109/tvcg.2015.2467436,http://dx.doi.org/10.1109/TVCG.2015.2467436,837.0,846.0,J,"Effective analysis of features in time-varying data is essential in numerous scientific applications. Feature extraction and tracking are two important tasks scientists rely upon to get insights about the dynamic nature of the large scale time-varying data. However, often the complexity of the scientific phenomena only allows scientists to vaguely define their feature of interest. Furthermore, such features can have varying motion patterns and dynamic evolution over time. As a result, automatic extraction and tracking of features becomes a non-trivial task. In this work, we investigate these issues and propose a distribution driven approach which allows us to construct novel algorithms for reliable feature extraction and tracking with high confidence in the absence of accurate feature definition. We exploit two key properties of an object, motion and similarity to the target feature, and fuse the information gained from them to generate a robust feature-aware classification field at every time step. Tracking of features is done using such classified fields which enhances the accuracy and robustness of the proposed algorithm. The efficacy of our method is demonstrated by successfully applying it on several scientific data sets containing a wide range of dynamic time-varying features.",Soumya Dutta;Han-Wei Shen,Soumya Dutta;Han-Wei Shen,"GRAVITY group, The Ohio State University;GRAVITY group, The Ohio State University",10.1109/tvcg.2007.70599;10.1109/visual.1993.398877;10.1109/visual.2004.107;10.1109/tvcg.2011.246;10.1109/tvcg.2007.70615;10.1109/visual.2003.1250374;10.1109/tvcg.2013.152;10.1109/tvcg.2014.2346423;10.1109/tvcg.2007.70579;10.1109/visual.1996.567807;10.1109/visual.1998.745288;10.1109/tvcg.2008.163;10.1109/tvcg.2008.140;10.1109/tvcg.2007.70599,"Gaussian mixture model (GMM), Incremental learning, Feature extraction and tracking, Time-varying data analysis",44.0,34.0,45.0,1230.0,,,time varying features;extraction tracking high;scientists vaguely;algorithms reliable;definition exploit key,0.5741;0.2709;0.2649;0.1686;-0.0001,"[np.int64(-1), -1, -1, -1, -1]",112;-1;-1;-1;-1,112,112,Temporal Feature Analysis
InfoVis,2004,Keynote Address: From Information Visualization to Sensemaking: Connecting the Mind's Eye to the Mind's Muscle,10.1109/infvis.2004.44,http://dx.doi.org/10.1109/INFVIS.2004.44,,,M,Provides an abstract of the keynote presentation and a brief professional biography of the presenter. The complete presentation was not made available for publication as part of the conference proceedings.,Stuart K. Card,S. Card,"Palo Alto Research Center, Inc.orporated, USA",,,9.0,1.0,0.0,182.0,,,abstract keynote presentation;provides;publication;professional;available,0.5086;0.2441;0.2099;0.1765;0.0690,"[np.int64(-1), -1, -1, -1, -1]",7;-1;-1;-1;-1,7,7,Motivational Speaking
Vis,2001,PixelFlex: a reconfigurable multi-projector display system,10.1109/visual.2001.964508,http://dx.doi.org/10.1109/VISUAL.2001.964508,167.0,554.0,C,"This paper presents PixelFlex - a spatially reconfigurable multi-projector display system. The PixelFlex system is composed of ceiling-mounted projectors, each with computer-controlled pan, tilt, zoom and focus; and a camera for closed-loop calibration. Working collectively, these controllable projectors function as a single logical display capable of being easily modified into a variety of spatial formats of differing pixel density, size and shape. New layouts are automatically calibrated within minutes to generate the accurate warping and blending functions needed to produce seamless imagery across planar display surfaces, thus giving the user the flexibility to quickly create, save and restore multiple screen configurations. Overall, PixelFlex provides a new level of automatic reconfigurability and usage, departing from the static, one-size-fits-all design of traditional large-format displays. As a front-projection system, PixelFlex can be installed in most environments with space constraints and requires little or no post-installation mechanical maintenance because of the closed-loop calibration.",Ruigang Yang;David Gotz;Justin Hensley;Herman Towles;Michael S. Brown,Ruigang Yang;D. Gotz;J. Hensley;H. Towles;M.S. Brown,"Department of Computer Science, University of North Carolina, Chapel Hill, USA;Department of Computer Science, University of North Carolina, Chapel Hill, USA;Department of Computer Science, University of North Carolina, Chapel Hill, USA;Department of Computer Science, University of North Carolina, Chapel Hill, USA;Department of Computer Science, University of Kentucky, USA",10.1109/visual.2000.885685;10.1109/visual.1999.809890;10.1109/visual.1999.809883;10.1109/visual.2000.885712,"large-format projection display, camera-based registration and calibration",277.0,33.0,30.0,664.0,,,reconfigurable multi projector;overall pixelflex provides;little post installation;minutes generate accurate;logical,0.7340;0.3360;0.1055;0.0467;0.0329,"[np.int64(-1), -1, -1, -1, -1]",0;-1;-1;-1;-1,0,0,Projector Technology
InfoVis,2004,BinX: Dynamic Exploration of Time Series Datasets Across Aggregation Levels,10.1109/infvis.2004.11,http://dx.doi.org/10.1109/INFVIS.2004.11,2.0,2.0,M,"Many fields of study produce time series datasets, and both the size and number of theses datasets are increasing rapidly due to the improvement of data accumulation methods such as small, cheap sensors and routine logging of events. Humans often fail to comprehend the structure of a long time series dataset because of the overwhelming amount of data and the range of different time scales at which there may be meaningful patterns. BinX is an interactive tool that provides dynamic visualization and manipulation of long time series datasets. The dataset is visualized through user controlled aggregation, augmented by various information visualization techniques.",Lior Berry;Tamara Munzner,L. Berry;T. Munzner,"University of British Columbia, Canada;University of British Columbia, Canada",0.1109/infvis.1999.801851;10.1109/infvis.1998.729557,,57.0,8.0,4.0,375.0,,,time series datasets;visualization techniques;binx interactive tool;increasing rapidly;structure,0.6074;0.4266;0.3065;0.1856;0.1475,"[np.int64(-1), -1, -1, -1, -1]",5;-1;-1;-1;-1,5,5,Synthetic Time Series
Vis,1996,Perceptualisation using a tactile mouse,10.1109/visual.1996.568104,http://dx.doi.org/10.1109/VISUAL.1996.568104,181.0,188.0,C,"Whilst there has been considerable effort in constructing force feedback devices for use in virtual environments, and in the use of touch as a prosthesis for the blind, there has been little work on the use of touch in the visualisation or more properly, perceptualisation of data. Touch potentially offers an additional dimension of perception where visualisation is limited by screen size, resolution, and visual overload. We describe some tactile mice and experiments in using tactile mice for a variety of perceptualisation tasks.",Robert G. Hughes;A. Robin Forrest,R.G. Hughes;A.R. Forrest,"School of Information Systems, University of East Anglia, Norwich, Norfolk, GB;School of Information Systems, University of East Anglia, Norwich, Norfolk, GB",10.1109/visual.1995.480802;10.1109/visual.1995.480802,,53.0,6.0,24.0,97.0,,,using tactile mice;resolution visual;effort constructing force;whilst;potentially offers,0.7391;0.3058;0.1666;0.0881;0.0030,"[np.int64(-1), -1, -1, -1, -1]",35;-1;-1;-1;-1,35,35,Gaming Peripherals
InfoVis,2004,Paint Inspired Color Mixing and Compositing for Visualization,10.1109/infvis.2004.52,http://dx.doi.org/10.1109/INFVIS.2004.52,113.0,118.0,C,"Color is often used to convey information, and color compositing is often required while visualizing multiattribute information. This paper proposes an alternative method for color compositing. In order to present understandable color blending to the general public, several techniques are proposed. First, a paint-inspired RYB color space is used. In addition, noise patterns are employed to produce subregions of pure color within an overlapped region. We show examples to demonstrate the effectiveness of our technique for visualization",Nathan Gossett;Baoquan Chen,N. Gossett;Baoquan Chen,"University of Minnesota, Twin city, France;University of Minnesota, Twin city, France",10.1109/visual.2003.1250362;10.1109/visual.2003.1250362,"RYB, Color Mixing, Perception",81.0,21.0,6.0,688.0,,,information color compositing;noise patterns;produce subregions;ryb;examples demonstrate,0.6945;0.3277;0.1913;0.1812;0.1530,"[np.int64(-1), -1, -1, -1, -1]",-1;-1;-1;-1;-1,,-1,Interactive 3D Visualization
